Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,105,Weak,Not provided,Not provided,Yes,Predator,"Risk taking (density-stndardized), predator",Not provided,9,0.1592,0.2355,8,0.2674,0.2812
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,34,No,Seriola lalandi,Subtrop,No,-,Escape distance (distance traveled),Larvae,29,1395.2334,904.1051,38,1542.2421,1075.0644
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,34,No,Seriola lalandi,Subtrop,No,-,Escape speed (average velocity),Larvae,29,2.6755,0.9309,38,2.6514,0.9966
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,34,No,Seriola lalandi,Subtrop,No,-,Time spent in inner zone,Larvae,29,132.4138,108.8234,38,102.6807,84.2935
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,34,No,Seriola lalandi,Subtrop,No,-,Time active,Larvae,29,466.2759,176.7407,38,498.2247,184.3398
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus regius,Subtrop,Yes,Kin,Latency to top,Juvenile,9,77.778,29.739,10,89.216,22.876
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus regius,Subtrop,Yes,Kin,Time at top,Juvenile,9,37.013,1.299,10,16.234,2.597
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus regius,Subtrop,Yes,Kin,Latency to move toward shoal,Juvenile,9,4.908,2.454,10,5.215,2.761
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus regius,Subtrop,Yes,Kin,Transistions toward shoal,Juvenile,9,54.054,5.405,10,50.676,1.351
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus regius,Subtrop,Yes,Kin,% time with shoal,Juvenile,9,64.052,15.033,10,44.444,9.804
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,10,No,Argyrosomus regius,Subtrop,No,-,Absolute lateralization,Juvenile,10,63.83,19.149,10,33.617,26.809
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis fuscus,Trop,Yes,Prey,Attack rate,Adult,19,0.049,0.0654,19,0.187,0.4359
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis fuscus,Trop,Yes,Prey,Attack distance,Adult,19,118.981,43.0049,19,84.665,46.7448
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis fuscus,Trop,Yes,Prey,Attack speed,Adult,19,333.056,184.0545,19,180.107,188.1475
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis fuscus,Trop,Yes,Prey,Apparent looming threshold,Adult,19,0.63,0.6364,19,0.182,0.7018
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes,high food, ctrl/ctrl vs. ctrl/CO2",Juvenile,137,22.891,7.0111,141,23.435,7.7539
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,144,26.156,7.836,134,24.633,7.559
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes,high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,118,22.891,6.5068,117,26.211,6.4792
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,118,26.156,7.0934,115,26.537,7.0026
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,66,9.52,1.7873,71,10.17,2.5278
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,70,9.78,1.8407,65,10.3,2.0962
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,58,9.52,1.6755,56,10.3,2.6192
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,59,9.78,1.6899,55,10.52,1.6316
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,71,2.43,1.0954,70,9.78,1.8407
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,74,3.25,1.4624,69,9.91,2.1597
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,60,2.43,1.007,61,9.44,1.3277
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,85,Strong,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,59,3.25,1.3058,60,9.74,2.014
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 2 days",Juvenile,13,45.1077,95.6378,13,42.0462,97.4158
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 7 days",Juvenile,14,50.8286,72.3095,14,36.0143,77.4984
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Baseline activity, 14 days",Juvenile,13,52.3692,59.9273,14,30.9286,81.7807
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 7 days",Juvenile,13,20.7692,94.4943,13,13.4615,79.2349
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 2 days",Juvenile,13,2.5385,24.3036,13,7,48.9081
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,No,-,"Time spent freezing, before pred, 7 days",Juvenile,13,2.4154,25.6078,14,9.5214,59.6023
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 2 days",Juvenile,13,23.9231,86.238,13,18.0385,97.6179
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 7 days",Juvenile,13,5.8,29.5098,13,12.1308,66.0668
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 14 days",Juvenile,13,6.8846,39.0876,14,20.5929,70.238
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Immobile at surface,Adult,10,0.0001,0.4533,11,0.0001,0.7104
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time to ocean floor,Adult,10,8.592,2.4067,11,8.169,4.3615
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time to shelter,Adult,10,20,5.5652,11,14.085,6.4674
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time immobile,Adult,10,88.136,2.2222,11,91.186,7.863
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Opercular beats,Adult,10,20,2.0933,11,20.156,3.3815
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis cyanostigma,Trop,Yes,Habitat,Tail beats,Adult,10,2.794,0.5104,11,2.941,0.6615
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,2.518,4.8254,4,0.719,0.72
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,24.46,32.1725,4,11.511,20.864
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,4,0.0001,0.0002,2,2.518,3.561
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,72.695,42.0247,4,95.035,3.546
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,52.837,36.4747,4,47.518,28.368
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,4,53.546,43.972,2,97.518,3.5101
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,24.468,42.0247,4,3.915,3.558
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,5,20.922,8.7229,4,39.858,24.912
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,4,46.099,43.262,2,0.0001,0.0001
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,2.518,4.8254,5,7.194,6.4354
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,24.46,32.1725,5,28.058,39.4129
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,0.0001,0.0002,3,15.827,27.4132
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,72.695,42.0247,5,66.312,38.8539
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,52.837,36.4747,5,39.716,34.8894
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,53.546,43.972,3,15.957,7.9848
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,24.468,42.0247,5,25.177,42.0247
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,20.922,8.7229,5,31.206,42.0247
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia badia,Temp,Yes,Shelter,"% time floating, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,46.099,43.262,3,67.376,31.939
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 16 dph",Larvae,10,63.922,19.8433,10,27.059,17.3609
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 18 dph",Larvae,10,54.51,17.3609,10,37.255,16.1213
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 19 dph",Larvae,10,44.706,33.4822,10,53.333,33.4822
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 20 dph",Larvae,10,46.667,22.3225,10,49.084,21.0829
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 21 dph",Larvae,10,52.647,17.6708,10,54.706,18.6005
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 16 dph",Larvae,16,52.35,15.1568,16,59.724,17.4874
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 17 dph",Larvae,16,47.558,10.4924,16,47.558,11.6593
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 18 dph",Larvae,16,53.825,8.1618,16,50.876,9.3256
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 19 dph",Larvae,16,49.032,13.9899,16,51.613,9.3256
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 20 dph",Larvae,16,45.714,10.4924,16,49.401,6.995
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 21 dph",Larvae,16,52.042,7.8772,16,49.828,7.8772
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 13 dph",Larvae,10,33.032,41.6282,10,70.194,28.5617
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 14 dph",Larvae,10,55.484,31.8283,10,41.032,33.4601
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 15 dph",Larvae,10,49.549,39.987,10,43.097,28.5617
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 16 dph",Larvae,10,49.032,21.2189,10,41.548,24.4824
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 18 dph",Larvae,10,55.484,19.5871,10,48,13.057
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 19 dph",Larvae,10,55.226,26.9426,10,64,17.1364
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,% time near speaker - white noise. 20 dph,Larvae,10,50.065,25.2982,10,42.323,14.6888
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 21 dph",Larvae,10,48.258,21.2189,10,66.839,17.1364
a83,Sswat et al,2018,2018,"Growth performance and survival of larval Atlantic herring, under the combined effects of elevated temperatures and CO2",PloS One,2.766,2.766,9,No,Clupea harengus,Temp,No,-,"Mean activity (size standardized), 28 days",Larvae,6,7288.3971,8116.3356,6,7667.7496,4864.1553
a83,Sswat et al,2018,2018,"Growth performance and survival of larval Atlantic herring, under the combined effects of elevated temperatures and CO2",PloS One,2.766,2.766,9,No,Clupea harengus,Temp,No,-,"Mean activity (size standardized), 30 days",Larvae,12,10164.3102,9856.4,12,13197.1275,8667.4157
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 1, female",Adult,30,32.317,22.5497,24,32.317,24.201
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 1, male",Adult,11,31.492,32.7683,19,32.521,35.4378
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 2, female",Adult,16,31.492,19.76,22,42.093,27.9971
a84,Sundin & Jutfelt,2018,2018,Effects of elevated carbon dioxide on male and female behavioural lateralization in a temperate goby,R Soc Open Sci,2.504,2.504,21,Weak,Gobiusculus flavescens,Temp,No,-,"Absolute lateralization, Year 2, male",Adult,23,31.389,27.1444,25,40.034,33.45
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,41,No,Seriola lalandi,Subtrop,Yes,Mimicked threat,Escape distance,Juvenile,41,4.272,1.444,41,4.501,1.972
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,41,No,Seriola lalandi,Subtrop,Yes,Mimicked threat,Escape speed,Juvenile,41,0.451,0.222,41,0.471,0.231
a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,41,No,Seriola lalandi,Subtrop,Yes,Mimicked threat,Response latency,Juvenile,41,0.572,0.303,41,0.668,0.244
a86,Steckbauer et al,2018,2018,Predator avoidance in the European seabass after recovery from short-term hypoxia and different CO2 conditions,Front Mar Sci,-,-,6,No,Dicentrachus labrax,Temp,Yes,Predator,Time swimming toward refuge,Juvenile,6,0.1238,0.1408,6,0.0298,0.1585
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, pre, Mid CO2",Juvenile,36,0.204,0.492,36,0.179,0.474
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,No,-,"Posture, baseline, pre, High CO2",Juvenile,36,0.204,0.492,36,0.341,0.516
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, baseline, cue, Mid CO2",Juvenile,36,0.274,0.516,36,0.235,0.588
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Predator,"Posture, baseline, cue, High CO2",Juvenile,36,0.274,0.516,36,0.321,0.516
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, Mid CO2",Juvenile,36,0.76,0.918,36,0.984,0.942
a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys stigmaeus,Subtrop,Yes,Food,"Posture, baseline, feed, High CO2",Juvenile,36,0.76,0.918,36,0.984,0.822
